output_frame_index,sensor_frame_index,sensor_timestamp,actual_exposure_us,analogue_gain,pts_ms,elapsed_ms,frame_unix_ms,frame_time_iso8601,mean_luma
227,481,14915759602000,9992.0,1.00,6279.811,7002.266,1789131963292.892,2026-09-11T17:06:03.292892+04:00,83.7
228,485,14915815178000,9992.0,1.00,6335.387,7057.842,1789131963348.468,2026-09-11T17:06:03.348468+04:00,83.8
229,486,14915829070000,9992.0,1.00,6349.279,7071.734,1789131963362.360,2026-09-11T17:06:03.362360+04:00,83.8
230,487,14915842962000,9992.0,1.00,6363.171,7085.626,1789131963376.252,2026-09-11T17:06:03.376252+04:00,83.8
231,491,14915898538000,9992.0,1.00,6418.747,7141.202,1789131963431.828,2026-09-11T17:06:03.431828+04:00,83.7
232,492,14915912429000,9992.0,1.00,6432.638,7155.093,1789131963445.719,2026-09-11T17:06:03.445719+04:00,83.7
233,493,14915926323000,9992.0,1.00,6446.532,7168.987,1789131963459.613,2026-09-11T17:06:03.459613+04:00,83.7
234,497,14915981897000,9992.0,1.00,6502.106,7224.561,1789131963515.187,2026-09-11T17:06:03.515187+04:00,83.5
235,498,14915995794000,9992.0,1.00,6516.003,7238.458,1789131963529.084,2026-09-11T17:06:03.529084+04:00,83.5
236,499,14916009684000,9992.0,1.00,6529.893,7252.348,1789131963542.974,2026-09-11T17:06:03.542974+04:00,83.5
237,503,14916065258000,9992.0,1.00,6585.467,7307.922,1789131963598.548,2026-09-11T17:06:03.598548+04:00,83.4
238,504,14916079150000,9992.0,1.00,6599.359,7321.814,1789131963612.440,2026-09-11T17:06:03.612440+04:00,83.4
239,505,14916093043000,9992.0,1.00,6613.252,7335.707,1789131963626.333,2026-09-11T17:06:03.626333+04:00,83.4
240,509,14916148618000,9992.0,1.00,6668.827,7391.282,1789131963681.908,2026-09-11T17:06:03.681908+04:00,83.3
241,510,14916162510000,9992.0,1.00,6682.719,7405.174,1789131963695.800,2026-09-11T17:06:03.695800+04:00,83.2
242,511,14916176403000,9992.0,1.00,6696.612,7419.067,1789131963709.693,2026-09-11T17:06:03.709693+04:00,83.1
243,515,14916231982000,9992.0,1.00,6752.191,7474.646,1789131963765.272,2026-09-11T17:06:03.765272+04:00,82.9
244,516,14916245871000,9992.0,1.00,6766.080,7488.535,1789131963779.161,2026-09-11T17:06:03.779161+04:00,82.9
245,517,14916259765000,9992.0,1.00,6779.974,7502.429,1789131963793.055,2026-09-11T17:06:03.793055+04:00,83.0
246,521,14916315343000,9992.0,1.00,6835.552,7558.007,1789131963848.633,2026-09-11T17:06:03.848633+04:00,83.8
247,522,14916329232000,9992.0,1.00,6849.441,7571.896,1789131963862.522,2026-09-11T17:06:03.862522+04:00,83.8
248,523,14916343125000,9992.0,1.00,6863.334,7585.789,1789131963876.415,2026-09-11T17:06:03.876415+04:00,83.8
249,527,14916398703000,9992.0,1.00,6918.912,7641.367,1789131963931.993,2026-09-11T17:06:03.931993+04:00,83.9
250,528,14916412593000,9992.0,1.00,6932.802,7655.257,1789131963945.883,2026-09-11T17:06:03.945883+04:00,83.9
251,529,14916426487000,9992.0,1.00,6946.696,7669.151,1789131963959.777,2026-09-11T17:06:03.959777+04:00,83.9
252,533,14916482062000,9992.0,1.00,7002.271,7724.726,1789131964015.352,2026-09-11T17:06:04.015352+04:00,84.0
253,534,14916495953000,9992.0,1.00,7016.162,7738.617,1789131964029.243,2026-09-11T17:06:04.029243+04:00,84.0
254,535,14916509847000,9992.0,1.00,7030.056,7752.511,1789131964043.137,2026-09-11T17:06:04.043137+04:00,84.0
255,539,14916565419000,9992.0,1.00,7085.628,7808.083,1789131964098.709,2026-09-11T17:06:04.098709+04:00,84.2
256,540,14916579313000,9992.0,1.00,7099.522,7821.977,1789131964112.603,2026-09-11T17:06:04.112603+04:00,84.2
257,541,14916593206000,9992.0,1.00,7113.415,7835.870,1789131964126.496,2026-09-11T17:06:04.126496+04:00,84.2
258,545,14916648780000,9992.0,1.00,7168.989,7891.444,1789131964182.070,2026-09-11T17:06:04.182070+04:00,84.4
259,546,14916662675000,9992.0,1.00,7182.884,7905.339,1789131964195.965,2026-09-11T17:06:04.195965+04:00,84.5
260,547,14916676568000,9992.0,1.00,7196.777,7919.232,1789131964209.858,2026-09-11T17:06:04.209858+04:00,84.5
261,551,14916732141000,9992.0,1.00,7252.350,7974.805,1789131964265.431,2026-09-11T17:06:04.265431+04:00,84.6
262,552,14916746035000,9992.0,1.00,7266.244,7988.699,1789131964279.325,2026-09-11T17:06:04.279325+04:00,84.6
263,553,14916759927000,9992.0,1.00,7280.136,8002.591,1789131964293.217,2026-09-11T17:06:04.293217+04:00,84.6
264,557,14916815506000,9992.0,1.00,7335.715,8058.170,1789131964348.796,2026-09-11T17:06:04.348796+04:00,84.6
265,558,14916829396000,9992.0,1.00,7349.605,8072.060,1789131964362.686,2026-09-11T17:06:04.362686+04:00,84.6
266,559,14916843288000,9992.0,1.00,7363.497,8085.952,1789131964376.578,2026-09-11T17:06:04.376578+04:00,84.6
267,563,14916898866000,9992.0,1.00,7419.075,8141.530,1789131964432.156,2026-09-11T17:06:04.432156+04:00,84.6
268,564,14916912754000,9992.0,1.00,7432.963,8155.418,1789131964446.044,2026-09-11T17:06:04.446044+04:00,84.6
269,565,14916926651000,9992.0,1.00,7446.860,8169.315,1789131964459.941,2026-09-11T17:06:04.459941+04:00,84.6
270,569,14916982225000,9992.0,1.00,7502.434,8224.889,1789131964515.515,2026-09-11T17:06:04.515515+04:00,84.6
271,570,14916996114000,9992.0,1.00,7516.323,8238.778,1789131964529.404,2026-09-11T17:06:04.529404+04:00,84.6
272,571,14917010008000,9992.0,1.00,7530.217,8252.672,1789131964543.298,2026-09-11T17:06:04.543298+04:00,84.6
273,575,14917065585000,9992.0,1.00,7585.794,8308.249,1789131964598.875,2026-09-11T17:06:04.598875+04:00,84.6
274,576,14917079476000,9992.0,1.00,7599.685,8322.140,1789131964612.766,2026-09-11T17:06:04.612766+04:00,84.6
275,577,14917093369000,9992.0,1.00,7613.578,8336.033,1789131964626.659,2026-09-11T17:06:04.626659+04:00,84.6
276,581,14917148944000,9992.0,1.00,7669.153,8391.608,1789131964682.234,2026-09-11T17:06:04.682234+04:00,84.6
277,582,14917162836000,9992.0,1.00,7683.045,8405.500,1789131964696.126,2026-09-11T17:06:04.696126+04:00,84.6
278,583,14917176729000,9992.0,1.00,7696.938,8419.393,1789131964710.019,2026-09-11T17:06:04.710019+04:00,84.7
279,587,14917232303000,9992.0,1.00,7752.512,8474.967,1789131964765.593,2026-09-11T17:06:04.765593+04:00,84.7
280,588,14917246197000,9992.0,1.00,7766.406,8488.861,1789131964779.487,2026-09-11T17:06:04.779487+04:00,84.7
281,589,14917260090000,9992.0,1.00,7780.299,8502.754,1789131964793.380,2026-09-11T17:06:04.793380+04:00,84.7
282,593,14917315668000,9992.0,1.00,7835.877,8558.332,1789131964848.958,2026-09-11T17:06:04.848958+04:00,84.7
283,594,14917329558000,9992.0,1.00,7849.767,8572.222,1789131964862.848,2026-09-11T17:06:04.862848+04:00,84.7
284,595,14917343450000,9992.0,1.00,7863.659,8586.114,1789131964876.740,2026-09-11T17:06:04.876740+04:00,84.7
285,599,14917399028000,9992.0,1.00,7919.237,8641.692,1789131964932.318,2026-09-11T17:06:04.932318+04:00,84.7
286,600,14917412917000,9992.0,1.00,7933.126,8655.581,1789131964946.207,2026-09-11T17:06:04.946207+04:00,84.7
287,601,14917426810000,9992.0,1.00,7947.019,8669.474,1789131964960.100,2026-09-11T17:06:04.960100+04:00,84.7
288,605,14917482387000,9992.0,1.00,8002.596,8725.051,1789131965015.677,2026-09-11T17:06:05.015677+04:00,84.7
289,606,14917496278000,9992.0,1.00,8016.487,8738.942,1789131965029.568,2026-09-11T17:06:05.029568+04:00,84.7
290,607,14917510170000,9992.0,1.00,8030.379,8752.834,1789131965043.460,2026-09-11T17:06:05.043460+04:00,84.7
291,611,14917565746000,9992.0,1.00,8085.955,8808.410,1789131965099.036,2026-09-11T17:06:05.099036+04:00,84.7
292,612,14917579638000,9992.0,1.00,8099.847,8822.302,1789131965112.928,2026-09-11T17:06:05.112928+04:00,84.7
293,613,14917593530000,9992.0,1.00,8113.739,8836.194,1789131965126.820,2026-09-11T17:06:05.126820+04:00,84.8
294,617,14917649108000,9992.0,1.00,8169.317,8891.772,1789131965182.398,2026-09-11T17:06:05.182398+04:00,84.9
295,618,14917662999000,9992.0,1.00,8183.208,8905.663,1789131965196.289,2026-09-11T17:06:05.196289+04:00,84.9
296,619,14917676891000,9992.0,1.00,8197.100,8919.555,1789131965210.181,2026-09-11T17:06:05.210181+04:00,84.9
297,623,14917732466000,9992.0,1.00,8252.675,8975.130,1789131965265.756,2026-09-11T17:06:05.265756+04:00,85.0
298,624,14917746362000,9992.0,1.00,8266.571,8989.026,1789131965279.652,2026-09-11T17:06:05.279652+04:00,85.1
299,625,14917760253000,9992.0,1.00,8280.462,9002.917,1789131965293.543,2026-09-11T17:06:05.293543+04:00,85.1
300,629,14917815829000,9992.0,1.00,8336.038,9058.493,1789131965349.119,2026-09-11T17:06:05.349119+04:00,85.2
301,630,14917829720000,9992.0,1.00,8349.929,9072.384,1789131965363.010,2026-09-11T17:06:05.363010+04:00,85.3
302,631,14917843613000,9992.0,1.00,8363.822,9086.277,1789131965376.903,2026-09-11T17:06:05.376903+04:00,85.3
303,635,14917899189000,9992.0,1.00,8419.398,9141.853,1789131965432.479,2026-09-11T17:06:05.432479+04:00,85.4
304,636,14917913080000,9992.0,1.00,8433.289,9155.744,1789131965446.370,2026-09-11T17:06:05.446370+04:00,85.4
305,637,14917926974000,9992.0,1.00,8447.183,9169.638,1789131965460.264,2026-09-11T17:06:05.460264+04:00,85.4
306,641,14917982548000,9992.0,1.00,8502.757,9225.212,1789131965515.838,2026-09-11T17:06:05.515838+04:00,85.5
307,642,14917996439000,9992.0,1.00,8516.648,9239.103,1789131965529.729,2026-09-11T17:06:05.529729+04:00,85.6
308,643,14918010334000,9992.0,1.00,8530.543,9252.998,1789131965543.624,2026-09-11T17:06:05.543624+04:00,85.6
309,647,14918065909000,9992.0,1.00,8586.118,9308.573,1789131965599.199,2026-09-11T17:06:05.599199+04:00,85.7
310,648,14918079799000,9992.0,1.00,8600.008,9322.463,1789131965613.089,2026-09-11T17:06:05.613089+04:00,85.7
311,649,14918093693000,9992.0,1.00,8613.902,9336.357,1789131965626.983,2026-09-11T17:06:05.626983+04:00,85.8
312,653,14918149270000,9992.0,1.00,8669.479,9391.934,1789131965682.560,2026-09-11T17:06:05.682560+04:00,85.9
313,654,14918163163000,9992.0,1.00,8683.372,9405.827,1789131965696.453,2026-09-11T17:06:05.696453+04:00,85.9
314,655,14918177053000,9992.0,1.00,8697.262,9419.717,1789131965710.343,2026-09-11T17:06:05.710343+04:00,85.9
315,659,14918232628000,9992.0,1.00,8752.837,9475.292,1789131965765.918,2026-09-11T17:06:05.765918+04:00,86.0
316,660,14918246520000,9992.0,1.00,8766.729,9489.184,1789131965779.810,2026-09-11T17:06:05.779810+04:00,86.0
317,661,14918260413000,9992.0,1.00,8780.622,9503.077,1789131965793.703,2026-09-11T17:06:05.793703+04:00,86.0
318,665,14918315991000,9992.0,1.00,8836.200,9558.655,1789131965849.281,2026-09-11T17:06:05.849281+04:00,86.0
319,666,14918329882000,9992.0,1.00,8850.091,9572.546,1789131965863.172,2026-09-11T17:06:05.863172+04:00,86.1
320,667,14918343790000,9992.0,1.00,8863.999,9586.454,1789131965877.080,2026-09-11T17:06:05.877080+04:00,86.1
321,671,14918399355000,9992.0,1.00,8919.564,9642.019,1789131965932.645,2026-09-11T17:06:05.932645+04:00,86.1
322,672,14918413242000,9992.0,1.00,8933.451,9655.906,1789131965946.532,2026-09-11T17:06:05.946532+04:00,86.1
323,673,14918427134000,9992.0,1.00,8947.343,9669.798,1789131965960.424,2026-09-11T17:06:05.960424+04:00,86.1
324,677,14918482713000,9992.0,1.00,9002.922,9725.377,1789131966016.003,2026-09-11T17:06:06.016003+04:00,86.1
325,678,14918496602000,9992.0,1.00,9016.811,9739.266,1789131966029.892,2026-09-11T17:06:06.029892+04:00,86.1
326,679,14918510494000,9992.0,1.00,9030.703,9753.158,1789131966043.784,2026-09-11T17:06:06.043784+04:00,86.1
327,683,14918566072000,9992.0,1.00,9086.281,9808.736,1789131966099.362,2026-09-11T17:06:06.099362+04:00,86.1
328,684,14918579962000,9992.0,1.00,9100.171,9822.626,1789131966113.252,2026-09-11T17:06:06.113252+04:00,86.1
329,685,14918593855000,9992.0,1.00,9114.064,9836.519,1789131966127.145,2026-09-11T17:06:06.127145+04:00,86.1
330,689,14918649432000,9992.0,1.00,9169.641,9892.096,1789131966182.722,2026-09-11T17:06:06.182722+04:00,86.1
331,690,14918663322000,9992.0,1.00,9183.531,9905.986,1789131966196.612,2026-09-11T17:06:06.196612+04:00,86.1
332,691,14918677216000,9992.0,1.00,9197.425,9919.880,1789131966210.506,2026-09-11T17:06:06.210506+04:00,86.1
333,695,14918732790000,9992.0,1.00,9252.999,9975.454,1789131966266.080,2026-09-11T17:06:06.266080+04:00,86.1
334,696,14918746684000,9992.0,1.00,9266.893,9989.348,1789131966279.974,2026-09-11T17:06:06.279974+04:00,86.1
335,697,14918760577000,9992.0,1.00,9280.786,10003.241,1789131966293.867,2026-09-11T17:06:06.293867+04:00,86.1
336,701,14918816151000,9992.0,1.00,9336.360,10058.815,1789131966349.441,2026-09-11T17:06:06.349441+04:00,86.1
337,702,14918830051000,9992.0,1.00,9350.260,10072.715,1789131966363.341,2026-09-11T17:06:06.363341+04:00,86.1
338,703,14918843936000,9992.0,1.00,9364.145,10086.600,1789131966377.226,2026-09-11T17:06:06.377226+04:00,86.1
339,707,14918899514000,9992.0,1.00,9419.723,10142.178,1789131966432.804,2026-09-11T17:06:06.432804+04:00,86.1
340,708,14918913405000,9992.0,1.00,9433.614,10156.069,1789131966446.695,2026-09-11T17:06:06.446695+04:00,86.1
341,709,14918927297000,9992.0,1.00,9447.506,10169.961,1789131966460.587,2026-09-11T17:06:06.460587+04:00,86.1
342,713,14918982873000,9992.0,1.00,9503.082,10225.537,1789131966516.163,2026-09-11T17:06:06.516163+04:00,86.1
343,714,14918996765000,9992.0,1.00,9516.974,10239.429,1789131966530.055,2026-09-11T17:06:06.530055+04:00,86.1
344,715,14919010657000,9992.0,1.00,9530.866,10253.321,1789131966543.947,2026-09-11T17:06:06.543947+04:00,86.1
345,719,14919066234000,9992.0,1.00,9586.443,10308.898,1789131966599.524,2026-09-11T17:06:06.599524+04:00,86.1
346,720,14919080124000,9992.0,1.00,9600.333,10322.788,1789131966613.414,2026-09-11T17:06:06.613414+04:00,86.1
347,721,14919094019000,9992.0,1.00,9614.228,10336.683,1789131966627.309,2026-09-11T17:06:06.627309+04:00,86.1
348,725,14919149593000,9992.0,1.00,9669.802,10392.257,1789131966682.883,2026-09-11T17:06:06.682883+04:00,86.1
349,726,14919163486000,9992.0,1.00,9683.695,10406.150,1789131966696.776,2026-09-11T17:06:06.696776+04:00,86.1
350,727,14919177378000,9992.0,1.00,9697.587,10420.042,1789131966710.668,2026-09-11T17:06:06.710668+04:00,86.1
351,731,14919232953000,9992.0,1.00,9753.162,10475.617,1789131966766.243,2026-09-11T17:06:06.766243+04:00,86.1
352,732,14919246846000,9992.0,1.00,9767.055,10489.510,1789131966780.136,2026-09-11T17:06:06.780136+04:00,86.1
353,733,14919260740000,9992.0,1.00,9780.949,10503.404,1789131966794.030,2026-09-11T17:06:06.794030+04:00,86.1
354,737,14919316313000,9992.0,1.00,9836.522,10558.977,1789131966849.603,2026-09-11T17:06:06.849603+04:00,86.1
355,738,14919330206000,9992.0,1.00,9850.415,10572.870,1789131966863.496,2026-09-11T17:06:06.863496+04:00,86.1
356,739,14919344099000,9992.0,1.00,9864.308,10586.763,1789131966877.389,2026-09-11T17:06:06.877389+04:00,86.1
357,743,14919399676000,9992.0,1.00,9919.885,10642.340,1789131966932.966,2026-09-11T17:06:06.932966+04:00,86.1
358,744,14919413566000,9992.0,1.00,9933.775,10656.230,1789131966946.856,2026-09-11T17:06:06.946856+04:00,86.1
359,745,14919427459000,9992.0,1.00,9947.668,10670.123,1789131966960.749,2026-09-11T17:06:06.960749+04:00,86.1
360,749,14919483037000,9992.0,1.00,10003.246,10725.701,1789131967016.327,2026-09-11T17:06:07.016327+04:00,86.1
361,750,14919496927000,9992.0,1.00,10017.136,10739.591,1789131967030.217,2026-09-11T17:06:07.030217+04:00,86.1
362,751,14919510820000,9992.0,1.00,10031.029,10753.484,1789131967044.110,2026-09-11T17:06:07.044110+04:00,86.1
363,755,14919566397000,9992.0,1.00,10086.606,10809.061,1789131967099.687,2026-09-11T17:06:07.099687+04:00,86.1
364,756,14919580286000,9992.0,1.00,10100.495,10822.950,1789131967113.576,2026-09-11T17:06:07.113576+04:00,86.1
365,757,14919594183000,9992.0,1.00,10114.392,10836.847,1789131967127.473,2026-09-11T17:06:07.127473+04:00,86.1
366,761,14919649756000,9992.0,1.00,10169.965,10892.420,1789131967183.046,2026-09-11T17:06:07.183046+04:00,86.1
367,762,14919663647000,9992.0,1.00,10183.856,10906.311,1789131967196.937,2026-09-11T17:06:07.196937+04:00,86.1
368,763,14919677544000,9992.0,1.00,10197.753,10920.208,1789131967210.834,2026-09-11T17:06:07.210834+04:00,86.1
369,767,14919733115000,9992.0,1.00,10253.324,10975.779,1789131967266.405,2026-09-11T17:06:07.266405+04:00,86.1
370,768,14919747008000,9992.0,1.00,10267.217,10989.672,1789131967280.298,2026-09-11T17:06:07.280298+04:00,86.1
371,769,14919760900000,9992.0,1.00,10281.109,11003.564,1789131967294.190,2026-09-11T17:06:07.294190+04:00,86.1
372,773,14919816475000,9992.0,1.00,10336.684,11059.139,1789131967349.765,2026-09-11T17:06:07.349765+04:00,86.0
373,774,14919830369000,9992.0,1.00,10350.578,11073.033,1789131967363.659,2026-09-11T17:06:07.363659+04:00,86.0
374,775,14919844263000,9992.0,1.00,10364.472,11086.927,1789131967377.553,2026-09-11T17:06:07.377553+04:00,86.0
375,779,14919899839000,9992.0,1.00,10420.048,11142.503,1789131967433.129,2026-09-11T17:06:07.433129+04:00,86.0
376,780,14919913729000,9992.0,1.00,10433.938,11156.393,1789131967447.019,2026-09-11T17:06:07.447019+04:00,86.0
377,781,14919927621000,9992.0,1.00,10447.830,11170.285,1789131967460.911,2026-09-11T17:06:07.460911+04:00,86.0
378,785,14919983199000,9992.0,1.00,10503.408,11225.863,1789131967516.489,2026-09-11T17:06:07.516489+04:00,86.0
379,786,14919997088000,9992.0,1.00,10517.297,11239.752,1789131967530.378,2026-09-11T17:06:07.530378+04:00,86.0
380,787,14920010981000,9992.0,1.00,10531.190,11253.645,1789131967544.271,2026-09-11T17:06:07.544271+04:00,86.0
381,791,14920066559000,9992.0,1.00,10586.768,11309.223,1789131967599.849,2026-09-11T17:06:07.599849+04:00,86.0
382,792,14920080448000,9992.0,1.00,10600.657,11323.112,1789131967613.738,2026-09-11T17:06:07.613738+04:00,86.0
383,793,14920094342000,9992.0,1.00,10614.551,11337.006,1789131967627.632,2026-09-11T17:06:07.627632+04:00,86.0
384,797,14920149919000,9992.0,1.00,10670.128,11392.583,1789131967683.209,2026-09-11T17:06:07.683209+04:00,86.0
385,798,14920163811000,9992.0,1.00,10684.020,11406.475,1789131967697.101,2026-09-11T17:06:07.697101+04:00,86.0
386,799,14920177702000,9992.0,1.00,10697.911,11420.366,1789131967710.992,2026-09-11T17:06:07.710992+04:00,86.0
387,803,14920233277000,9992.0,1.00,10753.486,11475.941,1789131967766.567,2026-09-11T17:06:07.766567+04:00,86.0
388,804,14920247170000,9992.0,1.00,10767.379,11489.834,1789131967780.460,2026-09-11T17:06:07.780460+04:00,86.0
389,805,14920261063000,9992.0,1.00,10781.272,11503.727,1789131967794.353,2026-09-11T17:06:07.794353+04:00,86.0
390,809,14920316637000,9992.0,1.00,10836.846,11559.301,1789131967849.927,2026-09-11T17:06:07.849927+04:00,86.0
391,810,14920330531000,9992.0,1.00,10850.740,11573.195,1789131967863.821,2026-09-11T17:06:07.863821+04:00,86.0
392,811,14920344423000,9992.0,1.00,10864.632,11587.087,1789131967877.713,2026-09-11T17:06:07.877713+04:00,85.9
393,815,14920400001000,9992.0,1.00,10920.210,11642.665,1789131967933.291,2026-09-11T17:06:07.933291+04:00,85.9
394,816,14920413890000,9992.0,1.00,10934.099,11656.554,1789131967947.180,2026-09-11T17:06:07.947180+04:00,85.9
395,817,14920427791000,9992.0,1.00,10948.000,11670.455,1789131967961.081,2026-09-11T17:06:07.961081+04:00,85.9
396,821,14920483361000,9992.0,1.00,11003.570,11726.025,1789131968016.651,2026-09-11T17:06:08.016651+04:00,85.9
397,822,14920497250000,9992.0,1.00,11017.459,11739.914,1789131968030.540,2026-09-11T17:06:08.030540+04:00,85.9
398,823,14920511146000,9992.0,1.00,11031.355,11753.810,1789131968044.436,2026-09-11T17:06:08.044436+04:00,85.9
399,827,14920566722000,9992.0,1.00,11086.931,11809.386,1789131968100.012,2026-09-11T17:06:08.100012+04:00,85.9
400,828,14920580612000,9992.0,1.00,11100.821,11823.276,1789131968113.902,2026-09-11T17:06:08.113902+04:00,85.9
401,829,14920594504000,9992.0,1.00,11114.713,11837.168,1789131968127.794,2026-09-11T17:06:08.127794+04:00,85.9
402,833,14920650081000,9992.0,1.00,11170.290,11892.745,1789131968183.371,2026-09-11T17:06:08.183371+04:00,85.9
403,834,14920663972000,9992.0,1.00,11184.181,11906.636,1789131968197.262,2026-09-11T17:06:08.197262+04:00,85.9
404,835,14920677864000,9992.0,1.00,11198.073,11920.528,1789131968211.154,2026-09-11T17:06:08.211154+04:00,85.9
405,839,14920733442000,9992.0,1.00,11253.651,11976.106,1789131968266.732,2026-09-11T17:06:08.266732+04:00,85.9
406,840,14920747332000,9992.0,1.00,11267.541,11989.996,1789131968280.622,2026-09-11T17:06:08.280622+04:00,85.9
407,841,14920761226000,9992.0,1.00,11281.435,12003.890,1789131968294.516,2026-09-11T17:06:08.294516+04:00,85.9
408,845,14920816799000,9992.0,1.00,11337.008,12059.463,1789131968350.089,2026-09-11T17:06:08.350089+04:00,85.8
409,846,14920830697000,9992.0,1.00,11350.906,12073.361,1789131968363.987,2026-09-11T17:06:08.363987+04:00,85.8
410,847,14920844585000,9992.0,1.00,11364.794,12087.249,1789131968377.875,2026-09-11T17:06:08.377875+04:00,85.8
411,851,14920900160000,9992.0,1.00,11420.369,12142.824,1789131968433.450,2026-09-11T17:06:08.433450+04:00,85.8
412,852,14920914054000,9992.0,1.00,11434.263,12156.718,1789131968447.344,2026-09-11T17:06:08.447344+04:00,85.8
